62,2020/1/30,30,62,79,도착시 전화주세요,1,1,79
63,2020/1/30,49,48,19,부재시 전화주세요,1,1,80
64,2020/1/30,28,77,43,안전하게 배송부탁합니다.,1,1,65
65,2020/1/30,16,22,3,배송수량 확인 후 배송바랍니다.,1,1,80
66,2020/1/30,44,81,41,빠른시일에 배송부탁해요,1,1,66
67,2020/1/31,30,6,45,도착시 전화주세요,1,1,35
68,2020/1/31,20,81,34,직접 설치부탁합니다.,1,1,30
69,2020/1/31,34,32,23,안전하게 배송부탁합니다.,1,1,54
70,2020/2/1,42,72,84,안전하게 배송부탁합니다.,1,1,66
71,2020/2/1,35,13,14,빠른시일에 배송부탁해요,1,1,31
72,2020/2/2,14,53,91,직접 설치부탁합니다.,1,1,64
73,2020/2/2,44,51,3,안전하게 배송부탁합니다.,1,1,72
74,2020/2/2,9,18,57,안전하게 배송부탁합니다.,1,1,36
75,2020/2/3,24,5,12,도착시 전화주세요,1,1,37
76,2020/2/3,30,83,47,도착시 전화주세요,1,1,64
77,2020/2/3,28,1,48,안전하게 배송부탁합니다.,1,1,69
78,2020/2/3,44,32,9,안전하게 배송부탁합니다.,1,1,52
79,2020/2/4,47,75,25,직접 설치부탁합니다.,1,1,30
80,2020/2/4,6,7,10,안전하게 배송부탁합니다.,1,1,67
81,2020/2/5,16,75,26,배송수량 확인 후 배송바랍니다.,1,1,80
82,2020/2/5,55,38,25,배송수량 확인 후 배송바랍니다.,1,1,57
83,2020/2/5,3,66,88,빠른시일에 배송부탁해요,1,1,36
84,2020/2/5,55,73,13,포장 철저하게 해주세요,1,1,69
85,2020/2/6,24,83,5,도착시 전화주세요,1,1,41
86,2020/2/7,13,63,99,배송수량 확인 후 배송바랍니다.,1,1,80
87,2020/2/8,39,11,7,배송수량 확인 후 배송바랍니다.,1,1,49
88,2020/2/8,20,63,18,직접 설치부탁합니다.,1,1,34
89,2020/2/9,41,27,100,포장 철저하게 해주세요,1,1,50
90,2020/2/9,28,7,38,도착시 전화주세요,1,1,51
91,2020/2/9,38,70,77,빠른시일에 배송부탁해요,1,1,80
92,2020/2/10,34,77,98,배송수량 확인 후 배송바랍니다.,1,1,80
93,2020/2/11,39,65,24,배송수량 확인 후 배송바랍니다.,1,1,47
94,2020/2/11,20,64,68,직접 설치부탁합니다.,1,1,36
95,2020/2/11,20,57,77,포장 철저하게 해주세요,1,1,30
96,2020/2/12,51,4,6,부재시 관리실에 맡겨주세요,1,1,54
97,2020/2/13,7,28,47,부재시 전화주세요,1,1,57
98,2020/2/13,25,39,95,부재시 전화주세요,1,1,71
99,2020/2/13,14,51,67,직접 설치부탁합니다.,1,1,53
100,2020/2/14,41,4,26,포장 철저하게 해주세요,1,1,55
101,2020/2/14,16,50,11,배송수량 확인 후 배송바랍니다.,1,1,80
102,2020/2/15,15,13,65,부재시 관리실에 맡겨주세요,1,1,76
103,2020/2/15,52,2,100,포장 철저하게 해주세요,1,1,57
104,2020/2/16,49,40,95,부재시 전화주세요,1,1,80
105,2020/2/17,34,21,53,안전하게 배송부탁합니다.,1,1,37
106,2020/2/17,20,42,14,부재시 전화주세요,1,1,55
107,2020/2/18,35,37,14,부재시 관리실에 맡겨주세요,1,1,40
108,2020/2/18,33,7,75,빠른시일에 배송부탁해요,1,1,65
109,2020/2/19,53,20,25,부재시 관리실에 맡겨주세요,1,1,74
110,2020/2/20,20,38,33,포장 철저하게 해주세요,1,1,34
111,2020/2/20,50,49,64,도착시 전화주세요,1,1,66
112,2020/2/20,30,63,90,도착시 전화주세요,1,1,75
113,2020/2/20,27,60,71,빠른시일에 배송부탁해요,1,1,58
114,2020/2/21,49,60,64,부재시 전화주세요,1,1,80
115,2020/2/21,5,22,10,부재시 전화주세요,1,1,66
116,2020/2/21,5,45,70,부재시 전화주세요,1,1,75
117,2020/2/23,20,53,16,부재시 전화주세요,1,1,45
118,2020/2/23,51,3,7,부재시 관리실에 맡겨주세요,1,1,73
119,2020/2/23,13,24,78,직접 설치부탁합니다.,1,1,38
120,2020/2/23,45,40,80,배송수량 확인 후 배송바랍니다.,1,1,78
121,2020/2/25,2,21,55,부재시 전화주세요,1,1,75
122,2020/2/26,30,84,23,도착시 전화주세요,1,1,41
123,2020/2/26,28,24,95,안전하게 배송부탁합니다.,1,1,50
124,2020/2/26,27,22,35,빠른시일에 배송부탁해요,1,1,78
125,2020/2/26,35,25,11,빠른시일에 배송부탁해요,1,1,54
126,2020/2/26,27,76,45,안전하게 배송부탁합니다.,1,1,31
127,2020/2/26,26,4,2,도착시 전화주세요,1,1,76
128,2020/2/28,47,26,45,직접 설치부탁합니다.,1,1,35
129,2020/2/28,55,10,57,포장 철저하게 해주세요,1,1,70
130,2020/2/28,54,8,81,포장 철저하게 해주세요,1,1,68
131,2020/2/28,35,25,9,부재시 관리실에 맡겨주세요,1,1,45
132,2020/2/29,34,36,10,배송수량 확인 후 배송바랍니다.,1,1,80
133,2020/2/29,19,27,16,부재시 관리실에 맡겨주세요,1,1,64
134,2020/2/29,44,49,72,빠른시일에 배송부탁해요,1,1,55
135,2020/2/29,45,42,36,부재시 관리실에 맡겨주세요,1,1,45
136,2020/2/29,37,24,51,직접 설치부탁합니다.,1,1,59
137,2020/2/29,47,36,97,직접 설치부탁합니다.,1,1,54
138,2020/2/29,15,55,71,부재시 관리실에 맡겨주세요,0,0,66
139,2020/3/1,16,43,17,포장 철저하게 해주세요,0,0,37
140,2020/3/1,49,3,1,부재시 전화주세요,0,0,80
141,2020/3/2,34,11,63,안전하게 배송부탁합니다.,1,1,77
142,2020/3/3,52,61,93,포장 철저하게 해주세요,1,1,39
143,2020/3/3,37,16,78,직접 설치부탁합니다.,0,0,32
144,2020/3/4,47,70,22,직접 설치부탁합니다.,0,0,41
145,2020/3/4,55,32,100,배송수량 확인 후 배송바랍니다.,1,1,53
146,2020/3/4,30,27,90,도착시 전화주세요,1,1,65
147,2020/3/4,44,52,28,안전하게 배송부탁합니다.,0,0,34
148,2020/3/5,41,77,24,포장 철저하게 해주세요,0,0,30
149,2020/3/5,20,39,14,직접 설치부탁합니다.,1,1,55
150,2020/3/5,33,12,98,빠른시일에 배송부탁해요,0,0,51
151,2020/3/6,2,54,60,부재시 전화주세요,0,0,32
152,2020/3/6,39,37,58,배송수량 확인 후 배송바랍니다.,1,1,38
153,2020/3/7,27,49,30,안전하게 배송부탁합니다.,1,1,60
154,2020/3/7,42,40,78,안전하게 배송부탁합니다.,1,1,57
155,2020/3/7,28,34,33,안전하게 배송부탁합니다.,1,1,76
156,2020/3/7,47,1,64,직접 설치부탁합니다.,1,1,69
157,2020/3/7,20,76,44,부재시 전화주세요,1,1,40
158,2020/3/8,34,66,30,배송수량 확인 후 배송바랍니다.,0,0,80
159,2020/3/9,53,46,76,부재시 관리실에 맡겨주세요,1,1,59
160,2020/3/10,5,63,44,부재시 전화주세요,0,0,31
161,2020/3/11,47,82,27,직접 설치부탁합니다.,0,0,38
162,2020/3/11,7,43,96,부재시 전화주세요,0,0,75
163,2020/3/11,6,69,59,안전하게 배송부탁합니다.,1,1,79
164,2020/3/12,6,3,80,안전하게 배송부탁합니다.,1,1,50
165,2020/3/12,41,11,84,포장 철저하게 해주세요,1,1,49
166,2020/3/12,13,27,46,배송수량 확인 후 배송바랍니다.,1,1,80
167,2020/3/12,34,34,50,안전하게 배송부탁합니다.,1,1,44
168,2020/3/13,7,1,51,부재시 전화주세요,0,0,41
169,2020/3/13,38,54,84,빠른시일에 배송부탁해요,1,1,80
170,2020/3/14,20,61,33,포장 철저하게 해주세요,1,1,39
171,2020/3/14,15,5,62,부재시 관리실에 맡겨주세요,0,0,61
172,2020/3/14,44,10,4,빠른시일에 배송부탁해요,0,0,44
173,2020/3/15,44,1,70,빠른시일에 배송부탁해요,0,0,37
174,2020/3/15,42,1,50,안전하게 배송부탁합니다.,1,1,58
175,2020/3/16,27,34,16,안전하게 배송부탁합니다.,1,1,38
176,2020/3/17,13,84,6,직접 설치부탁합니다.,1,1,56
177,2020/3/17,55,64,70,포장 철저하게 해주세요,1,1,73
178,2020/3/17,26,59,46,도착시 전화주세요,0,0,44
179,2020/3/18,24,16,24,도착시 전화주세요,1,1,30
180,2020/3/19,50,21,55,도착시 전화주세요,1,1,71
181,2020/3/19,16,50,77,배송수량 확인 후 배송바랍니다.,0,0,80
182,2020/3/19,25,1,61,부재시 전화주세요,0,0,73
183,2020/3/20,19,36,24,부재시 관리실에 맡겨주세요,1,1,48
184,2020/3/20,54,20,3,포장 철저하게 해주세요,0,0,34
185,2020/3/21,3,77,2,빠른시일에 배송부탁해요,0,0,72
186,2020/3/22,14,10,37,직접 설치부탁합니다.,1,1,45
187,2020/3/23,50,4,8,도착시 전화주세요,1,1,40
188,2020/3/23,52,82,5,포장 철저하게 해주세요,1,1,42
189,2020/3/24,41,43,34,포장 철저하게 해주세요,1,1,64
190,2020/3/24,26,57,18,도착시 전화주세요,0,0,77
191,2020/3/24,54,1,1,포장 철저하게 해주세요,0,0,54
192,2020/3/24,16,59,90,포장 철저하게 해주세요,0,0,49
193,2020/3/25,33,27,39,빠른시일에 배송부탁해요,0,0,64
194,2020/3/25,28,33,68,도착시 전화주세요,1,1,60
195,2020/3/25,35,17,44,빠른시일에 배송부탁해요,1,1,74
196,2020/3/25,55,71,82,배송수량 확인 후 배송바랍니다.,1,1,77
197,2020/3/26,45,82,58,부재시 관리실에 맡겨주세요,0,0,68
198,2020/3/27,25,70,20,부재시 전화주세요,0,0,32
199,2020/3/27,30,2,84,도착시 전화주세요,0,0,33
200,2020/3/27,19,27,73,부재시 관리실에 맡겨주세요,1,1,59
201,2020/3/28,35,54,51,부재시 관리실에 맡겨주세요,0,0,75
202,2020/3/28,28,31,53,도착시 전화주세요,1,1,66
203,2020/3/29,13,8,26,배송수량 확인 후 배송바랍니다.,1,1,80
204,2020/3/29,9,81,77,안전하게 배송부탁합니다.,1,1,42
205,2020/3/30,51,8,66,부재시 관리실에 맡겨주세요,1,1,65
206,2020/3/30,13,57,57,직접 설치부탁합니다.,1,1,33
207,2020/3/30,45,40,79,부재시 관리실에 맡겨주세요,0,0,30
208,2020/3/31,45,53,94,배송수량 확인 후 배송바랍니다.,1,1,52
209,2020/3/31,27,63,80,빠른시일에 배송부탁해요,1,1,55
210,2020/3/31,15,48,29,부재시 관리실에 맡겨주세요,0,0,50
